contrast,layer,position_order,position,document_index,activation_difference_norm
V0_minus_V4,6,5,command_2_28285,3,1.7137537002563477
V0_minus_V4,6,5,command_2_28285,4,1.6580888032913208
V0_minus_V4,6,5,command_2_28285,5,1.5780508518218994
V0_minus_V4,6,6,command_3_2022,0,2.148815393447876
V0_minus_V4,6,6,command_3_2022,1,2.2534549236297607
V0_minus_V4,6,6,command_3_2022,2,2.1738154888153076
V0_minus_V4,6,6,command_3_2022,3,2.5327131748199463
V0_minus_V4,6,6,command_3_2022,4,2.1799192428588867
V0_minus_V4,6,6,command_3_2022,5,2.2451601028442383
V0_minus_V4,6,7,command_4_3383,0,1.5366830825805664
V0_minus_V4,6,7,command_4_3383,1,1.6345568895339966
V0_minus_V4,6,7,command_4_3383,2,1.6911711692810059
V0_minus_V4,6,7,command_4_3383,3,1.728416085243225
V0_minus_V4,6,7,command_4_3383,4,1.6555302143096924
V0_minus_V4,6,7,command_4_3383,5,1.6872751712799072
V0_minus_V4,6,8,command_5_323,0,1.6493576765060425
V0_minus_V4,6,8,command_5_323,1,1.6442866325378418
V0_minus_V4,6,8,command_5_323,2,1.7971757650375366
V0_minus_V4,6,8,command_5_323,3,1.757614016532898
V0_minus_V4,6,8,command_5_323,4,1.8110255002975464
V0_minus_V4,6,8,command_5_323,5,1.7471165657043457
V0_minus_V4,6,9,command_6_2550,0,2.2797157764434814
V0_minus_V4,6,9,command_6_2550,1,2.313636541366577
V0_minus_V4,6,9,command_6_2550,2,2.248065948486328
V0_minus_V4,6,9,command_6_2550,3,2.4960720539093018
V0_minus_V4,6,9,command_6_2550,4,2.6350393295288086
V0_minus_V4,6,9,command_6_2550,5,2.524080514907837
V0_minus_V4,6,10,command_7_6896,0,1.0702648162841797
V0_minus_V4,6,10,command_7_6896,1,1.1519263982772827
V0_minus_V4,6,10,command_7_6896,2,1.1374832391738892
V0_minus_V4,6,10,command_7_6896,3,1.1347731351852417
V0_minus_V4,6,10,command_7_6896,4,1.2027852535247803
V0_minus_V4,6,10,command_7_6896,5,1.1079202890396118
V0_minus_V4,6,11,embedded_im_end_marker_confounded,0,2.6842780113220215
V0_minus_V4,6,11,embedded_im_end_marker_confounded,1,2.5623769760131836
V0_minus_V4,6,11,embedded_im_end_marker_confounded,2,2.4302215576171875
V0_minus_V4,6,11,embedded_im_end_marker_confounded,3,2.3396217823028564
V0_minus_V4,6,11,embedded_im_end_marker_confounded,4,2.2740488052368164
V0_minus_V4,6,11,embedded_im_end_marker_confounded,5,2.7250380516052246
V0_minus_V4,7,0,embedded_im_start,0,0.0
V0_minus_V4,7,0,embedded_im_start,1,0.0
V0_minus_V4,7,0,embedded_im_start,2,0.0
V0_minus_V4,7,0,embedded_im_start,3,0.0
V0_minus_V4,7,0,embedded_im_start,4,0.0
V0_minus_V4,7,0,embedded_im_start,5,0.0
V0_minus_V4,7,1,role_token,0,18.337528228759766
V0_minus_V4,7,1,role_token,1,18.608814239501953
V0_minus_V4,7,1,role_token,2,18.87721061706543
V0_minus_V4,7,1,role_token,3,18.352067947387695
V0_minus_V4,7,1,role_token,4,18.921445846557617
V0_minus_V4,7,1,role_token,5,18.417842864990234
V0_minus_V4,7,2,post_role_newline,0,9.655917167663574
V0_minus_V4,7,2,post_role_newline,1,9.833867073059082
V0_minus_V4,7,2,post_role_newline,2,10.615082740783691
V0_minus_V4,7,2,post_role_newline,3,9.420040130615234
V0_minus_V4,7,2,post_role_newline,4,10.00562572479248
V0_minus_V4,7,2,post_role_newline,5,9.359436988830566
V0_minus_V4,7,3,command_0_12497,0,7.801976203918457
V0_minus_V4,7,3,command_0_12497,1,7.6382365226745605
V0_minus_V4,7,3,command_0_12497,2,8.726378440856934
V0_minus_V4,7,3,command_0_12497,3,7.718831539154053
V0_minus_V4,7,3,command_0_12497,4,7.971559524536133
V0_minus_V4,7,3,command_0_12497,5,8.051701545715332
V0_minus_V4,7,4,command_1_279,0,2.095690965652466
V0_minus_V4,7,4,command_1_279,1,2.107525110244751
V0_minus_V4,7,4,command_1_279,2,2.3324787616729736
V0_minus_V4,7,4,command_1_279,3,2.3914401531219482
V0_minus_V4,7,4,command_1_279,4,2.2213919162750244
V0_minus_V4,7,4,command_1_279,5,2.279118537902832
V0_minus_V4,7,5,command_2_28285,0,1.6318186521530151
V0_minus_V4,7,5,command_2_28285,1,1.7045726776123047
V0_minus_V4,7,5,command_2_28285,2,1.7056570053100586
V0_minus_V4,7,5,command_2_28285,3,1.8834807872772217
V0_minus_V4,7,5,command_2_28285,4,1.771332859992981
V0_minus_V4,7,5,command_2_28285,5,1.7124642133712769
V0_minus_V4,7,6,command_3_2022,0,2.395768404006958
V0_minus_V4,7,6,command_3_2022,1,2.490964412689209
V0_minus_V4,7,6,command_3_2022,2,2.371224880218506
V0_minus_V4,7,6,command_3_2022,3,2.888084650039673
V0_minus_V4,7,6,command_3_2022,4,2.4517300128936768
V0_minus_V4,7,6,command_3_2022,5,2.515209674835205
V0_minus_V4,7,7,command_4_3383,0,1.806400179862976
V0_minus_V4,7,7,command_4_3383,1,1.8634700775146484
V0_minus_V4,7,7,command_4_3383,2,1.9726989269256592
V0_minus_V4,7,7,command_4_3383,3,2.05330491065979
V0_minus_V4,7,7,command_4_3383,4,1.9085513353347778
V0_minus_V4,7,7,command_4_3383,5,2.031855821609497
V0_minus_V4,7,8,command_5_323,0,1.9873992204666138
V0_minus_V4,7,8,command_5_323,1,1.9576849937438965
V0_minus_V4,7,8,command_5_323,2,2.131232261657715
V0_minus_V4,7,8,command_5_323,3,2.0921192169189453
V0_minus_V4,7,8,command_5_323,4,2.0830514430999756
V0_minus_V4,7,8,command_5_323,5,2.1277241706848145
V0_minus_V4,7,9,command_6_2550,0,2.4738388061523438
V0_minus_V4,7,9,command_6_2550,1,2.5078282356262207
V0_minus_V4,7,9,command_6_2550,2,2.5856709480285645
V0_minus_V4,7,9,command_6_2550,3,2.720004081726074
V0_minus_V4,7,9,command_6_2550,4,2.913205862045288
V0_minus_V4,7,9,command_6_2550,5,2.808263063430786
V0_minus_V4,7,10,command_7_6896,0,1.2462109327316284
V0_minus_V4,7,10,command_7_6896,1,1.3702256679534912
V0_minus_V4,7,10,command_7_6896,2,1.3082014322280884
V0_minus_V4,7,10,command_7_6896,3,1.3863571882247925
V0_minus_V4,7,10,command_7_6896,4,1.4332773685455322
V0_minus_V4,7,10,command_7_6896,5,1.3492138385772705
V0_minus_V4,7,11,embedded_im_end_marker_confounded,0,2.9327523708343506
V0_minus_V4,7,11,embedded_im_end_marker_confounded,1,2.8086135387420654
V0_minus_V4,7,11,embedded_im_end_marker_confounded,2,2.7869043350219727
V0_minus_V4,7,11,embedded_im_end_marker_confounded,3,2.585782527923584
V0_minus_V4,7,11,embedded_im_end_marker_confounded,4,2.5364654064178467
V0_minus_V4,7,11,embedded_im_end_marker_confounded,5,2.986511468887329
V0_minus_V4,8,0,embedded_im_start,0,0.0
V0_minus_V4,8,0,embedded_im_start,1,0.0
V0_minus_V4,8,0,embedded_im_start,2,0.0
V0_minus_V4,8,0,embedded_im_start,3,0.0
V0_minus_V4,8,0,embedded_im_start,4,0.0
V0_minus_V4,8,0,embedded_im_start,5,0.0
V0_minus_V4,8,1,role_token,0,19.875490188598633
V0_minus_V4,8,1,role_token,1,20.15192413330078
V0_minus_V4,8,1,role_token,2,20.3350830078125
V0_minus_V4,8,1,role_token,3,19.78569984436035
V0_minus_V4,8,1,role_token,4,20.43291664123535
V0_minus_V4,8,1,role_token,5,19.863018035888672
V0_minus_V4,8,2,post_role_newline,0,11.060781478881836
V0_minus_V4,8,2,post_role_newline,1,11.313720703125
V0_minus_V4,8,2,post_role_newline,2,11.931880950927734
V0_minus_V4,8,2,post_role_newline,3,10.491876602172852
V0_minus_V4,8,2,post_role_newline,4,11.305154800415039
V0_minus_V4,8,2,post_role_newline,5,10.698339462280273
V0_minus_V4,8,3,command_0_12497,0,7.86066198348999
V0_minus_V4,8,3,command_0_12497,1,7.722876071929932
V0_minus_V4,8,3,command_0_12497,2,8.774104118347168
V0_minus_V4,8,3,command_0_12497,3,7.749080657958984
V0_minus_V4,8,3,command_0_12497,4,8.072080612182617
V0_minus_V4,8,3,command_0_12497,5,8.100360870361328
V0_minus_V4,8,4,command_1_279,0,2.994196891784668
V0_minus_V4,8,4,command_1_279,1,2.9940073490142822
V0_minus_V4,8,4,command_1_279,2,3.3356292247772217
V0_minus_V4,8,4,command_1_279,3,3.4355714321136475
V0_minus_V4,8,4,command_1_279,4,3.1529598236083984
V0_minus_V4,8,4,command_1_279,5,3.306861162185669
V0_minus_V4,8,5,command_2_28285,0,1.8427284955978394
V0_minus_V4,8,5,command_2_28285,1,1.9689958095550537
V0_minus_V4,8,5,command_2_28285,2,1.9209917783737183
V0_minus_V4,8,5,command_2_28285,3,2.1708061695098877
V0_minus_V4,8,5,command_2_28285,4,2.0700855255126953
V0_minus_V4,8,5,command_2_28285,5,1.9920587539672852
V0_minus_V4,8,6,command_3_2022,0,2.716402530670166
V0_minus_V4,8,6,command_3_2022,1,2.8517751693725586
V0_minus_V4,8,6,command_3_2022,2,2.731706380844116
V0_minus_V4,8,6,command_3_2022,3,3.2347500324249268
V0_minus_V4,8,6,command_3_2022,4,2.854501724243164
V0_minus_V4,8,6,command_3_2022,5,2.8940930366516113
V0_minus_V4,8,7,command_4_3383,0,2.3362951278686523
V0_minus_V4,8,7,command_4_3383,1,2.357006311416626
V0_minus_V4,8,7,command_4_3383,2,2.539750576019287
V0_minus_V4,8,7,command_4_3383,3,2.5701351165771484
V0_minus_V4,8,7,command_4_3383,4,2.396357536315918
V0_minus_V4,8,7,command_4_3383,5,2.577108860015869
V0_minus_V4,8,8,command_5_323,0,2.9617533683776855
V0_minus_V4,8,8,command_5_323,1,2.8598949909210205
V0_minus_V4,8,8,command_5_323,2,3.149132490158081
V0_minus_V4,8,8,command_5_323,3,3.02851939201355
V0_minus_V4,8,8,command_5_323,4,3.036909580230713
V0_minus_V4,8,8,command_5_323,5,3.1716647148132324
V0_minus_V4,8,9,command_6_2550,0,2.8269219398498535
V0_minus_V4,8,9,command_6_2550,1,2.774550676345825
V0_minus_V4,8,9,command_6_2550,2,2.9357926845550537
V0_minus_V4,8,9,command_6_2550,3,3.0049424171447754
V0_minus_V4,8,9,command_6_2550,4,3.2097480297088623
V0_minus_V4,8,9,command_6_2550,5,3.053983449935913
V0_minus_V4,8,10,command_7_6896,0,1.5737134218215942
V0_minus_V4,8,10,command_7_6896,1,1.6717194318771362
V0_minus_V4,8,10,command_7_6896,2,1.582738995552063
V0_minus_V4,8,10,command_7_6896,3,1.7400166988372803
V0_minus_V4,8,10,command_7_6896,4,1.8091901540756226
V0_minus_V4,8,10,command_7_6896,5,1.6649811267852783
V0_minus_V4,8,11,embedded_im_end_marker_confounded,0,3.297785758972168
V0_minus_V4,8,11,embedded_im_end_marker_confounded,1,3.2579562664031982
V0_minus_V4,8,11,embedded_im_end_marker_confounded,2,3.26739501953125
V0_minus_V4,8,11,embedded_im_end_marker_confounded,3,3.0615994930267334
V0_minus_V4,8,11,embedded_im_end_marker_confounded,4,3.138528347015381
V0_minus_V4,8,11,embedded_im_end_marker_confounded,5,3.398228168487549
V0_minus_V5,0,0,embedded_im_start,0,0.0
V0_minus_V5,0,0,embedded_im_start,1,0.0
V0_minus_V5,0,0,embedded_im_start,2,0.0
V0_minus_V5,0,0,embedded_im_start,3,0.0
V0_minus_V5,0,0,embedded_im_start,4,0.0
V0_minus_V5,0,0,embedded_im_start,5,0.0
V0_minus_V5,0,1,role_token,0,2.2991700172424316
V0_minus_V5,0,1,role_token,1,2.2991700172424316
V0_minus_V5,0,1,role_token,2,2.2991700172424316
V0_minus_V5,0,1,role_token,3,2.2991700172424316
V0_minus_V5,0,1,role_token,4,2.2991700172424316
V0_minus_V5,0,1,role_token,5,2.2991700172424316
V0_minus_V5,0,2,post_role_newline,0,0.0
V0_minus_V5,0,2,post_role_newline,1,0.0
V0_minus_V5,0,2,post_role_newline,2,0.0
V0_minus_V5,0,2,post_role_newline,3,0.0
V0_minus_V5,0,2,post_role_newline,4,0.0
V0_minus_V5,0,2,post_role_newline,5,0.0
V0_minus_V5,0,3,command_0_12497,0,0.0
V0_minus_V5,0,3,command_0_12497,1,0.0
V0_minus_V5,0,3,command_0_12497,2,0.0
V0_minus_V5,0,3,command_0_12497,3,0.0
V0_minus_V5,0,3,command_0_12497,4,0.0
V0_minus_V5,0,3,command_0_12497,5,0.0
V0_minus_V5,0,4,command_1_279,0,0.0
V0_minus_V5,0,4,command_1_279,1,0.0
V0_minus_V5,0,4,command_1_279,2,0.0
V0_minus_V5,0,4,command_1_279,3,0.0
V0_minus_V5,0,4,command_1_279,4,0.0
V0_minus_V5,0,4,command_1_279,5,0.0
V0_minus_V5,0,5,command_2_28285,0,0.0
V0_minus_V5,0,5,command_2_28285,1,0.0
V0_minus_V5,0,5,command_2_28285,2,0.0
V0_minus_V5,0,5,command_2_28285,3,0.0
V0_minus_V5,0,5,command_2_28285,4,0.0
V0_minus_V5,0,5,command_2_28285,5,0.0
V0_minus_V5,0,6,command_3_2022,0,0.0
V0_minus_V5,0,6,command_3_2022,1,0.0
V0_minus_V5,0,6,command_3_2022,2,0.0
V0_minus_V5,0,6,command_3_2022,3,0.0
V0_minus_V5,0,6,command_3_2022,4,0.0
V0_minus_V5,0,6,command_3_2022,5,0.0
V0_minus_V5,0,7,command_4_3383,0,0.0
V0_minus_V5,0,7,command_4_3383,1,0.0
V0_minus_V5,0,7,command_4_3383,2,0.0
V0_minus_V5,0,7,command_4_3383,3,0.0
V0_minus_V5,0,7,command_4_3383,4,0.0
V0_minus_V5,0,7,command_4_3383,5,0.0
V0_minus_V5,0,8,command_5_323,0,0.0
V0_minus_V5,0,8,command_5_323,1,0.0
V0_minus_V5,0,8,command_5_323,2,0.0
V0_minus_V5,0,8,command_5_323,3,0.0
V0_minus_V5,0,8,command_5_323,4,0.0
V0_minus_V5,0,8,command_5_323,5,0.0
V0_minus_V5,0,9,command_6_2550,0,0.0
V0_minus_V5,0,9,command_6_2550,1,0.0
V0_minus_V5,0,9,command_6_2550,2,0.0
V0_minus_V5,0,9,command_6_2550,3,0.0
V0_minus_V5,0,9,command_6_2550,4,0.0
V0_minus_V5,0,9,command_6_2550,5,0.0
V0_minus_V5,0,10,command_7_6896,0,0.0
V0_minus_V5,0,10,command_7_6896,1,0.0
V0_minus_V5,0,10,command_7_6896,2,0.0
V0_minus_V5,0,10,command_7_6896,3,0.0
V0_minus_V5,0,10,command_7_6896,4,0.0
V0_minus_V5,0,10,command_7_6896,5,0.0
V0_minus_V5,0,11,embedded_im_end_marker_confounded,0,0.0
V0_minus_V5,0,11,embedded_im_end_marker_confounded,1,0.0
V0_minus_V5,0,11,embedded_im_end_marker_confounded,2,0.0
V0_minus_V5,0,11,embedded_im_end_marker_confounded,3,0.0
V0_minus_V5,0,11,embedded_im_end_marker_confounded,4,0.0
V0_minus_V5,0,11,embedded_im_end_marker_confounded,5,0.0
V0_minus_V5,1,0,embedded_im_start,0,0.0
V0_minus_V5,1,0,embedded_im_start,1,0.0
V0_minus_V5,1,0,embedded_im_start,2,0.0
V0_minus_V5,1,0,embedded_im_start,3,0.0
V0_minus_V5,1,0,embedded_im_start,4,0.0
V0_minus_V5,1,0,embedded_im_start,5,0.0
V0_minus_V5,1,1,role_token,0,12.559215545654297
V0_minus_V5,1,1,role_token,1,12.661178588867188
V0_minus_V5,1,1,role_token,2,12.791487693786621
V0_minus_V5,1,1,role_token,3,12.72572135925293
V0_minus_V5,1,1,role_token,4,12.726717948913574
V0_minus_V5,1,1,role_token,5,12.586063385009766
V0_minus_V5,1,2,post_role_newline,0,1.4310919046401978
V0_minus_V5,1,2,post_role_newline,1,1.4210494756698608
V0_minus_V5,1,2,post_role_newline,2,1.417059302330017
V0_minus_V5,1,2,post_role_newline,3,1.4114183187484741
V0_minus_V5,1,2,post_role_newline,4,1.3960988521575928
V0_minus_V5,1,2,post_role_newline,5,1.3944971561431885
V0_minus_V5,1,3,command_0_12497,0,4.0943145751953125
V0_minus_V5,1,3,command_0_12497,1,4.043067455291748
V0_minus_V5,1,3,command_0_12497,2,4.209587574005127
V0_minus_V5,1,3,command_0_12497,3,4.073061466217041
V0_minus_V5,1,3,command_0_12497,4,3.6800131797790527
V0_minus_V5,1,3,command_0_12497,5,4.038237571716309
V0_minus_V5,1,4,command_1_279,0,0.1279526948928833
V0_minus_V5,1,4,command_1_279,1,0.123557910323143
V0_minus_V5,1,4,command_1_279,2,0.14640547335147858
V0_minus_V5,1,4,command_1_279,3,0.13370291888713837
V0_minus_V5,1,4,command_1_279,4,0.14975963532924652
V0_minus_V5,1,4,command_1_279,5,0.13041386008262634
V0_minus_V5,1,5,command_2_28285,0,1.576142430305481
V0_minus_V5,1,5,command_2_28285,1,1.3750731945037842
V0_minus_V5,1,5,command_2_28285,2,1.5600351095199585
V0_minus_V5,1,5,command_2_28285,3,1.5959166288375854
V0_minus_V5,1,5,command_2_28285,4,1.4955148696899414
V0_minus_V5,1,5,command_2_28285,5,1.5070246458053589
V0_minus_V5,1,6,command_3_2022,0,0.7443962693214417
V0_minus_V5,1,6,command_3_2022,1,0.7280404567718506
V0_minus_V5,1,6,command_3_2022,2,0.7471255660057068
V0_minus_V5,1,6,command_3_2022,3,0.754569411277771
V0_minus_V5,1,6,command_3_2022,4,0.7009018659591675
V0_minus_V5,1,6,command_3_2022,5,0.7394629716873169
V0_minus_V5,1,7,command_4_3383,0,0.5916345119476318
V0_minus_V5,1,7,command_4_3383,1,0.5803892016410828
V0_minus_V5,1,7,command_4_3383,2,0.6256054639816284
V0_minus_V5,1,7,command_4_3383,3,0.6272844076156616
V0_minus_V5,1,7,command_4_3383,4,0.5946869254112244
V0_minus_V5,1,7,command_4_3383,5,0.5812214016914368
V0_minus_V5,1,8,command_5_323,0,0.07351583242416382
V0_minus_V5,1,8,command_5_323,1,0.0762130469083786
V0_minus_V5,1,8,command_5_323,2,0.08370164036750793
V0_minus_V5,1,8,command_5_323,3,0.07038026303052902
V0_minus_V5,1,8,command_5_323,4,0.08287844061851501
V0_minus_V5,1,8,command_5_323,5,0.0788373276591301
V0_minus_V5,1,9,command_6_2550,0,0.2565816640853882
V0_minus_V5,1,9,command_6_2550,1,0.2970409095287323
V0_minus_V5,1,9,command_6_2550,2,0.22126257419586182
V0_minus_V5,1,9,command_6_2550,3,0.26872557401657104
V0_minus_V5,1,9,command_6_2550,4,0.2076253592967987
V0_minus_V5,1,9,command_6_2550,5,0.3022556006908417
V0_minus_V5,1,10,command_7_6896,0,0.33020681142807007
V0_minus_V5,1,10,command_7_6896,1,0.3246328830718994
V0_minus_V5,1,10,command_7_6896,2,0.3411538302898407
V0_minus_V5,1,10,command_7_6896,3,0.37073051929473877
V0_minus_V5,1,10,command_7_6896,4,0.34484684467315674
V0_minus_V5,1,10,command_7_6896,5,0.3587925434112549
V0_minus_V5,1,11,embedded_im_end_marker_confounded,0,0.6223701238632202
V0_minus_V5,1,11,embedded_im_end_marker_confounded,1,1.2420274019241333
V0_minus_V5,1,11,embedded_im_end_marker_confounded,2,0.7989714741706848
V0_minus_V5,1,11,embedded_im_end_marker_confounded,3,0.7325316667556763
V0_minus_V5,1,11,embedded_im_end_marker_confounded,4,0.4933437705039978
V0_minus_V5,1,11,embedded_im_end_marker_confounded,5,0.6171935200691223
V0_minus_V5,2,0,embedded_im_start,0,0.0
V0_minus_V5,2,0,embedded_im_start,1,0.0
V0_minus_V5,2,0,embedded_im_start,2,0.0
V0_minus_V5,2,0,embedded_im_start,3,0.0
V0_minus_V5,2,0,embedded_im_start,4,0.0
V0_minus_V5,2,0,embedded_im_start,5,0.0
V0_minus_V5,2,1,role_token,0,14.035260200500488
V0_minus_V5,2,1,role_token,1,14.19146728515625
V0_minus_V5,2,1,role_token,2,14.20268440246582
V0_minus_V5,2,1,role_token,3,14.35966968536377
V0_minus_V5,2,1,role_token,4,14.154719352722168
V0_minus_V5,2,1,role_token,5,14.07852840423584
V0_minus_V5,2,2,post_role_newline,0,2.362475633621216
V0_minus_V5,2,2,post_role_newline,1,2.4742166996002197
V0_minus_V5,2,2,post_role_newline,2,2.3755786418914795
V0_minus_V5,2,2,post_role_newline,3,2.4461545944213867
V0_minus_V5,2,2,post_role_newline,4,2.538144588470459
V0_minus_V5,2,2,post_role_newline,5,2.4256796836853027
V0_minus_V5,2,3,command_0_12497,0,4.616738796234131
V0_minus_V5,2,3,command_0_12497,1,4.661803722381592
V0_minus_V5,2,3,command_0_12497,2,4.634355068206787
V0_minus_V5,2,3,command_0_12497,3,4.534962177276611
V0_minus_V5,2,3,command_0_12497,4,4.113593101501465
V0_minus_V5,2,3,command_0_12497,5,4.521062850952148
V0_minus_V5,2,4,command_1_279,0,0.6089010834693909
V0_minus_V5,2,4,command_1_279,1,0.6572834253311157
V0_minus_V5,2,4,command_1_279,2,0.5708259344100952
V0_minus_V5,2,4,command_1_279,3,0.5808246731758118
V0_minus_V5,2,4,command_1_279,4,0.5736465454101562
V0_minus_V5,2,4,command_1_279,5,0.5955110192298889
V0_minus_V5,2,5,command_2_28285,0,1.9074193239212036
V0_minus_V5,2,5,command_2_28285,1,1.6937071084976196
V0_minus_V5,2,5,command_2_28285,2,1.849934697151184
V0_minus_V5,2,5,command_2_28285,3,1.9099525213241577
V0_minus_V5,2,5,command_2_28285,4,1.8242073059082031
V0_minus_V5,2,5,command_2_28285,5,1.8279540538787842
V0_minus_V5,2,6,command_3_2022,0,1.1094861030578613
V0_minus_V5,2,6,command_3_2022,1,1.072353720664978
V0_minus_V5,2,6,command_3_2022,2,1.0809035301208496
V0_minus_V5,2,6,command_3_2022,3,1.0936874151229858
V0_minus_V5,2,6,command_3_2022,4,1.0435243844985962
V0_minus_V5,2,6,command_3_2022,5,1.0800105333328247
V0_minus_V5,2,7,command_4_3383,0,0.8710383772850037
V0_minus_V5,2,7,command_4_3383,1,0.8664101362228394
V0_minus_V5,2,7,command_4_3383,2,0.8803641200065613
V0_minus_V5,2,7,command_4_3383,3,0.8819811344146729
V0_minus_V5,2,7,command_4_3383,4,0.8571935296058655
V0_minus_V5,2,7,command_4_3383,5,0.8585029244422913
V0_minus_V5,2,8,command_5_323,0,0.6477147340774536
V0_minus_V5,2,8,command_5_323,1,0.6281483769416809
V0_minus_V5,2,8,command_5_323,2,0.6205930709838867
V0_minus_V5,2,8,command_5_323,3,0.6607332825660706
V0_minus_V5,2,8,command_5_323,4,0.6377992630004883
V0_minus_V5,2,8,command_5_323,5,0.6456484198570251
V0_minus_V5,2,9,command_6_2550,0,0.5167991518974304
V0_minus_V5,2,9,command_6_2550,1,0.5733279585838318
V0_minus_V5,2,9,command_6_2550,2,0.46040260791778564
V0_minus_V5,2,9,command_6_2550,3,0.501396894454956
V0_minus_V5,2,9,command_6_2550,4,0.4742620587348938
V0_minus_V5,2,9,command_6_2550,5,0.549168050289154
V0_minus_V5,2,10,command_7_6896,0,0.5135517120361328
V0_minus_V5,2,10,command_7_6896,1,0.5140738487243652
V0_minus_V5,2,10,command_7_6896,2,0.5187769532203674
V0_minus_V5,2,10,command_7_6896,3,0.5474095344543457
V0_minus_V5,2,10,command_7_6896,4,0.5143010020256042
V0_minus_V5,2,10,command_7_6896,5,0.5300576686859131
V0_minus_V5,2,11,embedded_im_end_marker_confounded,0,0.8007272481918335
V0_minus_V5,2,11,embedded_im_end_marker_confounded,1,1.4797286987304688
V0_minus_V5,2,11,embedded_im_end_marker_confounded,2,0.9576331377029419
V0_minus_V5,2,11,embedded_im_end_marker_confounded,3,0.8805102109909058
V0_minus_V5,2,11,embedded_im_end_marker_confounded,4,0.6508919596672058
V0_minus_V5,2,11,embedded_im_end_marker_confounded,5,0.7625744938850403
V0_minus_V5,3,0,embedded_im_start,0,0.0
V0_minus_V5,3,0,embedded_im_start,1,0.0
V0_minus_V5,3,0,embedded_im_start,2,0.0
V0_minus_V5,3,0,embedded_im_start,3,0.0
V0_minus_V5,3,0,embedded_im_start,4,0.0
V0_minus_V5,3,0,embedded_im_start,5,0.0
V0_minus_V5,3,1,role_token,0,15.589653968811035
V0_minus_V5,3,1,role_token,1,15.719252586364746
V0_minus_V5,3,1,role_token,2,15.612825393676758
V0_minus_V5,3,1,role_token,3,15.766823768615723
V0_minus_V5,3,1,role_token,4,15.765055656433105
V0_minus_V5,3,1,role_token,5,15.535926818847656
V0_minus_V5,3,2,post_role_newline,0,2.8065292835235596
V0_minus_V5,3,2,post_role_newline,1,2.954545497894287
V0_minus_V5,3,2,post_role_newline,2,2.803107738494873
V0_minus_V5,3,2,post_role_newline,3,2.8590872287750244
V0_minus_V5,3,2,post_role_newline,4,2.940927267074585
V0_minus_V5,3,2,post_role_newline,5,2.8261239528656006
V0_minus_V5,3,3,command_0_12497,0,4.695180416107178
V0_minus_V5,3,3,command_0_12497,1,4.736960411071777
V0_minus_V5,3,3,command_0_12497,2,4.722899913787842
V0_minus_V5,3,3,command_0_12497,3,4.58516263961792
V0_minus_V5,3,3,command_0_12497,4,4.159070014953613
V0_minus_V5,3,3,command_0_12497,5,4.577916145324707
V0_minus_V5,3,4,command_1_279,0,0.9979268312454224
V0_minus_V5,3,4,command_1_279,1,1.0707591772079468
V0_minus_V5,3,4,command_1_279,2,0.9089606404304504
V0_minus_V5,3,4,command_1_279,3,0.9480646252632141
V0_minus_V5,3,4,command_1_279,4,1.0850906372070312
V0_minus_V5,3,4,command_1_279,5,0.9669060707092285
V0_minus_V5,3,5,command_2_28285,0,2.0560450553894043
V0_minus_V5,3,5,command_2_28285,1,1.8814011812210083
V0_minus_V5,3,5,command_2_28285,2,1.9367270469665527
V0_minus_V5,3,5,command_2_28285,3,1.9766285419464111
V0_minus_V5,3,5,command_2_28285,4,1.9678219556808472
V0_minus_V5,3,5,command_2_28285,5,1.9875942468643188
V0_minus_V5,3,6,command_3_2022,0,2.797243118286133
V0_minus_V5,3,6,command_3_2022,1,2.645331382751465
V0_minus_V5,3,6,command_3_2022,2,2.541386127471924
V0_minus_V5,3,6,command_3_2022,3,2.465176582336426
V0_minus_V5,3,6,command_3_2022,4,2.5726916790008545
V0_minus_V5,3,6,command_3_2022,5,2.594322443008423
V0_minus_V5,3,7,command_4_3383,0,1.8559224605560303
V0_minus_V5,3,7,command_4_3383,1,1.7419980764389038
V0_minus_V5,3,7,command_4_3383,2,1.8051873445510864
V0_minus_V5,3,7,command_4_3383,3,1.7085040807724
V0_minus_V5,3,7,command_4_3383,4,1.7557681798934937
V0_minus_V5,3,7,command_4_3383,5,1.7383877038955688
V0_minus_V5,3,8,command_5_323,0,1.4560537338256836
V0_minus_V5,3,8,command_5_323,1,1.3524110317230225
V0_minus_V5,3,8,command_5_323,2,1.3638399839401245
V0_minus_V5,3,8,command_5_323,3,1.403490662574768
V0_minus_V5,3,8,command_5_323,4,1.391708254814148
V0_minus_V5,3,8,command_5_323,5,1.4025412797927856
V0_minus_V5,3,9,command_6_2550,0,1.2029895782470703
V0_minus_V5,3,9,command_6_2550,1,1.2192796468734741
V0_minus_V5,3,9,command_6_2550,2,1.1093248128890991
V0_minus_V5,3,9,command_6_2550,3,1.0596421957015991
V0_minus_V5,3,9,command_6_2550,4,1.1121443510055542
V0_minus_V5,3,9,command_6_2550,5,1.131805181503296
V0_minus_V5,3,10,command_7_6896,0,0.8708558082580566
V0_minus_V5,3,10,command_7_6896,1,0.9025008678436279
V0_minus_V5,3,10,command_7_6896,2,0.8670395016670227
V0_minus_V5,3,10,command_7_6896,3,0.8658104538917542
V0_minus_V5,3,10,command_7_6896,4,0.8336246609687805
V0_minus_V5,3,10,command_7_6896,5,0.8511366248130798
